,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q38,q25,q26,q27,q28,q29,q39,q40,q37,q30,q31,q32,q33,q34,q35,q36,newsint,ideo3,ideo5,votereg,votereg2,presvote16x,pid3,pid7,gender,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,employ,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,caseid,rand_ab,starttime,endtime,lastmodified,weight,fire_gays_per,fire_gays_court,fire_trans_per,fire_trans_court,daca_per,daca_court,handguns_per,handguns_court,scholarships_per,scholarships_court,abortion_per,abortion_court,trump_congress_per,trump_congress_court,trump_state_per,trump_state_court,cfpb_per,cfpb_court,electoralcollege_per,electoralcollege_court,contraceptives_per,contraceptives_court,aca_per,aca_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,approval,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_ginsburg,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_alito,ideal_gorsuch,ideal_thomas,ideal_courtmajority,fire_gays_scotus,fire_trans_scotus,daca_scotus,handguns_scotus,scholarships_scotus,abortion_scotus,trump_congress_scotus,trump_state_scotus,cfpb_scotus,electoralcollege_scotus,contraceptives_scotus,aca_scotus,idealg,perception,idealg_sotomayor,idealg_ginsburg,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_alito,idealg_gorsuch,idealg_thomas,idealg_courtmajority
21,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,5,2,2,2,4,1,7,2,2,5,2,4,5,5,26,66,1,1,2,1,1,1,1,1,2,37,2,1,1,6,4,1,2,42,1,2,1,10,3,2,2,2,1,2,2,2,1,1,1,1,1,2,1131836629,1,2020-04-29T02:04:51.471,2020-04-29T02:18:12.873,2020-04-29T02:18:10.156,0.399285614,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,4,1,1,1,7,0,5,5,2,2,4,2,5,5,5,26,66,1,1,2,1,-0.544616859,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.606106611,1.299592302,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
22,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,5,2,2,2,4,1,5,1,5,5,5,3,3,4,1,75,1,1,1,1,1,1,1,1,1,75,4,1,1,5,3,5,2,49,4,1,1,9,2,.,.,.,.,1,.,.,1,4,6,2,7,11,1131809509,1,2020-04-29T02:07:28.785,2020-04-29T02:18:23.182,2020-04-29T02:17:54.180,0.574538052,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,5,3,5,5,3,4,1,75,1,1,1,1,-1.713229361,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.58072834,2.186191849,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
23,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,1,5,2,3,3,3,3,3,3,50,50,3,2,3,1,1,1,3,4,2,27,1,3,3,5,3,1,1,36,1,2,1,9,2,.,.,.,.,1,.,.,1,3,5,2,8,2,1131848747,2,2020-04-29T02:11:47.370,2020-04-29T02:18:41.005,2020-04-29T02:18:38.641,1.977222562,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,3,3,3,3,3,3,50,50,3,2,3,3,-1.360567529,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.339643606,-1.334474889,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
24,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,4,2,2,2,4,1,5,1,3,3,3,2,2,4,32,66,2,1,2,1,1,1,1,2,2,37,2,1,1,6,4,5,2,47,3,1,1,7,2,.,.,.,.,1,.,.,1,4,6,2,6,2,1131836829,2,2020-04-29T02:07:15.905,2020-04-29T02:18:42.555,2020-04-29T02:18:35.926,1.030171394,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,4,1,3,2,3,3,2,4,32,66,2,1,2,1,-1.341479536,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.325140384,0.588359562,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
25,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,5,2,2,2,4,5,5,3,3,5,3,3,5,3,36,76,1,1,2,1,1,1,1,1,1,60,3,1,1,6,4,2,2,37,3,1,1,7,2,.,.,.,1,.,.,.,1,2,5,2,1,2,1131829169,2,2020-04-29T02:06:23.197,2020-04-29T02:18:48.805,2020-04-29T02:18:42.492,0.587022543,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,4,1,5,0,5,1,5,5,3,3,3,3,5,5,3,36,76,1,1,2,1,-0.416085704,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.485351525,0.960197546,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
26,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,3,2,2,2,4,1,7,2,2,4,2,3,4,4,87,87,1,3,5,1,1,2,2,7,1,48,3,1,1,6,4,1,1,31,2,3,1,97,4,.,.,.,1,.,.,1,.,1,2,2,1,2,1131836295,2,2020-04-29T02:01:40.888,2020-04-29T02:19:05.152,2020-04-29T02:19:04.312,0.535392165,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,7,0,5,3,2,2,3,2,4,4,4,87,87,1,3,5,2,2.201410426,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.17892188,1.807979262,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
27,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,1,5,1,2,4,2,2,3,3,95,56,1,3,5,1,1,2,2,7,1,65,4,1,1,3,2,1,2,35,4,4,1,8,2,2,2,2,1,2,2,2,1,4,6,2,7,1,1131068647,1,2020-04-29T02:06:21.165,2020-04-29T02:19:14.556,2020-04-29T02:19:13.822,0.641914368,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,2,2,2,4,3,3,95,56,1,3,5,2,2.193831751,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.183916652,1.44851732,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
28,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,5,3,4,5,2,2,4,4,19,83,1,1,2,1,1,1,1,1,2,55,3,1,1,3,2,2,2,42,1,4,6,2,1,.,.,.,1,.,.,.,1,4,6,2,7,10,1131799037,1,2020-04-29T02:08:56.808,2020-04-29T02:19:22.748,2020-04-29T02:19:17.279,0.642202199,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,2,4,5,4,4,19,83,1,1,2,1,-1.689476046,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.575749848,0.357300724,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
29,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,5,3,4,5,4,1,5,5,37,69,1,2,3,1,1,1,3,3,1,60,3,1,1,5,3,5,2,1,3,4,5,5,1,.,.,.,1,.,.,.,1,3,5,2,1,12,1131836401,1,2020-04-29T02:02:39.015,2020-04-29T02:19:48.031,2020-04-29T02:19:31.179,0.587022543,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,4,1,4,5,5,5,37,69,1,2,3,3,-1.218251187,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.167387351,0.510388493,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
30,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,6,1,5,2,4,1,1,4,47,84,1,2,3,1,1,1,3,3,1,61,3,1,1,5,3,1,2,55,2,4,5,10,3,.,.,.,1,.,.,.,1,2,2,2,2,1,1131534601,1,2020-04-29T02:04:25.384,2020-04-29T02:20:16.950,2020-04-29T02:20:16.189,0.587022543,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,6,0,5,5,1,4,1,5,2,1,4,47,84,1,2,3,3,-1.040209486,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.085812965,0.314542648,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
31,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,1,5,1,2,4,2,3,3,4,22,82,1,1,2,1,1,1,1,1,1,31,2,1,1,6,4,5,2,15,4,2,1,7,2,.,.,.,.,1,1,.,.,3,6,2,5,2,1131849145,2,2020-04-29T02:12:50.855,2020-04-29T02:20:24.253,2020-04-29T02:20:23.656,0.447103143,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,2,3,2,4,3,4,22,82,1,1,2,1,-1.364054224,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.33228278,-0.29192516,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
32,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,5,2,2,2,4,1,4,4,1,5,2,4,4,5,52,55,2,2,3,1,1,2,3,4,1,74,4,1,1,5,3,1,2,48,3,2,5,6,2,.,.,1,.,.,.,.,1,4,6,2,2,2,1131848641,2,2020-04-29T02:10:38.097,2020-04-29T02:20:24.845,2020-04-29T02:20:24.167,1.351953864,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,4,1,1,1,4,0,5,5,4,2,4,1,5,4,5,52,55,2,2,3,3,1.199716535,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.295775653,1.046466114,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
33,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,3,2,3,2,1,2,6,3,2,1,2,3,3,3,92,75,4,2,3,1,1,1,1,2,2,42,2,3,3,5,3,1,1,36,1,2,2,7,2,1,2,2,1,2,2,1,2,1,3,1,2,4,1131848743,1,2020-04-29T02:11:46.648,2020-04-29T02:20:27.876,2020-04-29T02:20:20.909,0.82516247,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,3,0,2,1,1,0,2,0,6,0,2,3,3,2,3,2,1,3,3,92,75,4,2,3,1,-0.267415096,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.325954703,-0.270648945,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
34,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,4,3,2,2,4,1,5,1,2,5,2,3,3,3,70,55,2,3,4,1,1,2,2,7,1,78,4,1,1,5,3,1,2,53,4,4,5,9,2,.,.,1,.,.,.,.,1,1,1,1,1,1,1131701855,2,2020-04-29T02:06:42.554,2020-04-29T02:20:38.900,2020-04-29T02:20:30.226,1.351953864,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,0,2,1,2,1,4,1,1,1,5,1,5,4,1,2,3,2,5,3,3,70,55,2,3,4,2,1.41332021,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.527636865,1.31104178,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
35,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,1,5,3,2,4,2,2,4,4,13,41,1,1,1,1,1,3,1,1,2,64,3,1,1,4,2,4,2,41,4,4,5,4,1,.,.,.,1,.,.,.,1,1,5,1,3,12,1131836553,2,2020-04-29T02:04:00.614,2020-04-29T02:20:47.700,2020-04-29T02:20:46.883,0.346048564,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,2,2,4,4,4,13,41,1,1,1,1,-1.351513894,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.346423804,-0.988389705,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
36,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,5,1,4,1,4,1,1,5,15,85,1,1,2,1,1,1,1,1,2,57,3,1,1,3,2,1,2,48,3,2,7,9,2,.,.,.,.,1,.,.,1,4,6,2,3,9,1131843585,1,2020-04-29T02:08:27.062,2020-04-29T02:21:42.031,2020-04-29T02:21:36.063,0.642202199,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,1,4,1,1,5,15,85,1,1,2,1,-1.224182102,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.16281471,0.00396866,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
37,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,2,1,2,1,6,7,3,3,2,2,3,3,3,73,86,3,2,3,2,2,4,3,4,2,29,1,1,1,6,4,5,2,17,2,2,2,3,1,.,.,.,.,1,.,.,1,2,3,2,2,2,1131849487,1,2020-04-29T02:16:33.995,2020-04-29T02:21:46.536,2020-04-29T02:21:45.859,0.583251357,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,1,0,2,1,1,0,6,0,7,0,2,3,3,2,3,3,2,3,3,73,86,3,2,3,3,0.012534227,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.021685045,-0.374284596,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
38,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,5,2,2,2,4,1,5,1,4,5,4,1,5,5,50,77,1,2,3,1,1,1,3,3,1,64,3,1,1,3,2,1,2,37,3,4,5,6,2,.,.,1,.,.,.,.,1,2,2,2,4,12,1131580589,1,2020-04-29T02:05:46.930,2020-04-29T02:21:49.618,2020-04-29T02:21:48.909,0.719110906,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,1,4,5,5,5,50,77,1,2,3,3,-1.230429252,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.167615197,0.26547556,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
39,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,3,2,2,2,1,1,7,4,3,4,2,3,4,3,68,80,2,2,3,1,1,2,2,6,2,57,3,1,1,5,3,3,2,21,3,3,3,3,1,2,2,2,2,1,2,2,1,1,5,1,3,1,1131836311,2,2020-04-29T02:01:47.876,2020-04-29T02:22:02.802,2020-04-29T02:22:02.127,1.607249498,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,0,1,1,7,0,4,3,4,2,3,3,4,4,3,68,80,2,2,3,2,0.250851884,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.225222261,0.215987407,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
40,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,5,2,2,2,4,1,5,3,2,4,3,2,4,3,85,70,1,3,5,1,1,2,2,7,2,63,3,1,1,3,2,1,2,48,3,2,1,12,3,.,.,.,1,.,.,.,1,1,3,1,1,1,1131836841,2,2020-04-29T02:07:21.944,2020-04-29T02:22:17.824,2020-04-29T02:22:12.300,0.763130009,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,3,2,2,4,4,3,85,70,1,3,5,2,1.178168147,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.267064729,0.561812469,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
41,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,1,2,2,3,2,1,4,1,3,3,3,3,3,3,50,52,2,4,6,1,1,4,2,6,2,48,3,1,1,3,2,1,2,13,3,4,1,7,2,2,2,2,2,1,2,2,1,3,6,2,6,12,1131847231,2,2020-04-29T02:09:08.303,2020-04-29T02:23:18.780,2020-04-29T02:23:13.634,1.378757119,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,0,2,0,1,1,4,0,3,1,1,3,3,3,3,3,3,50,52,2,4,6,2,0.48655074,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.467352297,0.468548933,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
42,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,2,4,1,5,1,5,1,5,1,1,5,50,75,1,2,3,1,1,1,3,4,1,39,2,1,1,5,3,5,2,36,1,4,4,6,2,.,.,.,.,1,.,.,1,4,6,2,7,11,1131848655,2,2020-04-29T02:10:47.193,2020-04-29T02:23:27.006,2020-04-29T02:23:26.085,0.447103143,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,5,1,5,1,1,5,50,75,1,2,3,3,-1.696169231,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.583893145,-1.595087729,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
43,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,5,2,2,2,3,5,3,4,2,5,2,3,4,4,74,50,1,3,4,1,1,2,2,7,1,60,3,1,1,6,4,1,1,17,2,4,5,11,3,2,2,2,1,2,2,2,1,1,1,2,1,1,1130982591,2,2020-04-29T02:04:59.029,2020-04-29T02:23:58.218,2020-04-29T02:23:34.383,0.535392165,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,3,0,5,0,3,0,3,5,4,2,3,2,5,4,4,74,50,1,3,4,2,1.112918585,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.144406024,1.036227105,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
44,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,5,2,2,2,4,1,5,2,2,5,2,3,5,5,75,50,1,3,4,1,1,2,4,4,1,54,3,1,1,5,3,1,2,12,3,2,1,7,2,.,.,.,1,.,.,1,.,1,2,2,1,5,1131836837,2,2020-04-29T02:07:20.337,2020-04-29T02:24:08.036,2020-04-29T02:24:04.832,0.535392165,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,2,3,2,5,5,5,75,50,1,3,4,3,1.426177247,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.447789885,1.445767493,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
