,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q38,q25,q26,q27,q28,q29,q39,q40,q37,q30,q31,q32,q33,q34,q35,q36,newsint,ideo3,ideo5,votereg,votereg2,presvote16x,pid3,pid7,gender,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,employ,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,caseid,rand_ab,starttime,endtime,lastmodified,weight,fire_gays_per,fire_gays_court,fire_trans_per,fire_trans_court,daca_per,daca_court,handguns_per,handguns_court,scholarships_per,scholarships_court,abortion_per,abortion_court,trump_congress_per,trump_congress_court,trump_state_per,trump_state_court,cfpb_per,cfpb_court,electoralcollege_per,electoralcollege_court,contraceptives_per,contraceptives_court,aca_per,aca_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,approval,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_ginsburg,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_alito,ideal_gorsuch,ideal_thomas,ideal_courtmajority,fire_gays_scotus,fire_trans_scotus,daca_scotus,handguns_scotus,scholarships_scotus,abortion_scotus,trump_congress_scotus,trump_state_scotus,cfpb_scotus,electoralcollege_scotus,contraceptives_scotus,aca_scotus,idealg,perception,idealg_sotomayor,idealg_ginsburg,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_alito,idealg_gorsuch,idealg_thomas,idealg_courtmajority
752,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,5,2,2,2,4,1,5,4,3,4,2,4,3,5,77,52,1,3,4,1,1,3,3,5,2,51,3,1,1,4,2,1,2,4,4,2,7,6,2,.,.,.,1,.,.,.,1,1,1,1,1,1,1132464327,1,2020-04-30T01:05:18.558,2020-04-30T01:21:11.177,2020-04-30T01:21:07.729,0.346048564,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,4,2,4,3,4,3,5,77,52,1,3,4,3,-0.361558803,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.387630807,0.408705623,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
753,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,4,2,2,2,4,1,5,3,3,3,2,3,3,3,53,59,2,2,3,1,1,1,1,1,1,55,3,4,4,5,3,5,2,28,3,2,2,2,1,.,.,.,.,1,.,.,1,1,5,2,6,6,1132464061,2,2020-04-30T01:02:12.350,2020-04-30T01:21:21.427,2020-04-30T01:21:20.883,1.514539599,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,4,3,2,3,3,3,3,3,53,59,2,2,3,1,0.214614415,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.176928183,0.356528484,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
754,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,4,2,2,3,4,1,4,1,4,2,4,1,2,2,7,90,1,1,2,1,1,1,1,1,2,54,3,1,1,4,2,1,2,9,1,2,1,7,2,.,.,.,1,.,.,.,1,3,6,2,4,1,1132464207,1,2020-04-30T01:03:36.922,2020-04-30T01:27:20.171,2020-04-30T01:27:19.601,0.642202199,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,3,0,4,1,1,1,4,0,4,4,1,4,1,4,2,2,2,7,90,1,1,2,1,-1.342821217,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.331788638,1.560000901,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
755,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,1,1,2,2,1,2,10,3,1,2,2,2,2,2,50,50,2,1,2,3,2,4,2,6,1,27,1,5,4,5,3,5,.,36,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,6,1132466733,2,2020-04-30T01:18:42.948,2020-04-30T01:27:28.123,2020-04-30T01:27:27.436,1.382928371,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,0,2,1,2,1,1,0,2,0,10,0,2,1,3,2,2,1,2,2,2,50,50,2,1,2,2,-0.000854444,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.063518962,-0.059053509,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
756,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,5,2,2,2,4,1,5,5,2,5,2,4,5,5,48,50,1,2,3,1,1,3,3,3,2,61,3,1,1,5,3,3,2,19,2,1,2,6,2,.,.,.,1,.,.,.,1,2,3,2,2,1,1132464275,1,2020-04-30T01:04:39.225,2020-04-30T01:28:58.907,2020-04-30T01:28:53.794,0.282485366,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,5,2,4,2,5,5,5,48,50,1,2,3,3,0.783657941,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.814274049,0.220334721,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
757,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,5,2,2,2,4,1,5,2,4,4,4,2,3,3,51,67,1,2,3,1,1,1,1,1,2,71,4,1,1,5,3,1,2,47,3,4,5,5,1,.,.,.,1,.,.,.,1,4,6,2,6,12,1131533613,2,2020-04-29T22:54:58.564,2020-04-30T20:58:35.444,2020-04-30T20:58:14.980,0.587680399,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,4,2,4,4,3,3,51,67,1,2,3,1,-1.362993751,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.318569628,-0.007531026,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
758,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,1,4,3,4,4,3,4,2,4,75,26,1,3,4,1,1,2,2,7,1,76,4,1,1,6,4,1,2,5,3,2,5,8,2,.,.,1,.,.,.,.,1,1,5,1,1,1,1132420077,1,2020-04-29T23:06:59.836,1970-01-01T00:00:00.000,2020-04-29T23:22:13.571,0.524005711,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,4,0,5,5,3,3,4,4,4,2,4,75,26,1,3,4,2,1.123041173,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.220365327,0.846586068,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
759,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,4,2,2,2,4,1,6,1,5,3,4,2,3,4,32,89,1,2,3,1,1,1,1,1,1,72,4,1,1,5,3,1,2,6,4,3,5,10,3,.,.,1,1,.,.,.,1,4,5,2,6,1,1131118847,1,2020-04-29T23:22:21.497,1970-01-01T00:00:00.000,2020-04-29T23:33:41.620,0.574538052,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,4,1,1,1,6,0,5,4,1,4,2,5,3,3,4,32,89,1,2,3,1,-1.70432413,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.598647095,-0.053490919,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
760,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,5,2,2,2,4,1,5,1,4,5,5,1,3,4,47,88,1,1,2,1,1,1,1,1,1,58,3,1,1,6,4,1,2,39,2,1,1,12,3,.,.,.,1,.,.,.,1,4,6,2,7,9,1132430449,2,2020-04-29T23:25:59.794,1970-01-01T00:00:00.000,2020-04-29T23:31:35.476,0.587022543,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,5,1,4,5,3,4,47,88,1,1,2,1,-0.500604361,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.515194145,1.804631588,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
761,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,1,5,1,4,4,4,2,3,4,34,73,1,1,2,1,1,1,3,3,2,52,3,1,1,5,3,1,2,32,4,2,5,9,2,.,.,.,.,1,.,.,1,4,6,2,7,10,1132266391,1,2020-04-30T01:04:11.020,2020-04-30T01:32:21.035,2020-04-30T01:32:17.807,0.524240673,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,2,4,4,3,4,34,73,1,1,2,3,-1.705067892,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.61458536,-0.694719946,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
762,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,3,2,2,2,4,1,5,3,1,5,1,2,5,5,100,61,1,3,4,1,1,2,2,7,1,44,2,1,1,5,3,5,2,20,2,2,1,12,3,2,2,1,1,2,2,2,1,1,3,2,2,1,1132473981,1,2020-04-30T01:25:30.373,2020-04-30T01:36:35.916,2020-04-30T01:36:30.713,0.407779068,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,3,3,1,2,1,5,5,5,100,61,1,3,4,2,2.207038013,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.202359386,1.928996751,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
763,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,3,1,2,2,2,6,3,3,3,2,3,2,2,3,60,38,3,2,3,1,1,4,2,6,2,60,3,1,1,3,2,3,2,6,4,4,4,5,1,2,2,2,1,2,2,2,1,3,6,1,5,2,1132464897,1,2020-04-30T01:14:01.525,2020-04-30T01:38:14.450,2020-04-30T01:37:54.481,1.266499519,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,0,2,1,2,1,2,0,6,0,3,0,2,3,3,3,2,3,2,2,3,60,38,3,2,3,2,0.746589074,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.742490034,0.175377178,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
764,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,5,2,2,2,4,1,5,4,4,5,4,1,4,4,70,35,1,3,4,1,1,2,2,7,2,45,3,5,4,5,3,5,2,18,2,3,3,2,1,2,2,2,1,2,2,2,1,1,2,2,1,4,1132464299,2,2020-04-30T01:04:53.215,2020-04-30T01:39:25.638,2020-04-30T01:39:16.754,0.622956097,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,4,4,1,4,5,4,4,70,35,1,3,4,2,1.768375202,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.80227578,1.461098694,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
765,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,3,3,3,3,6,4,3,3,3,3,3,3,3,49,48,7,4,6,2,2,4,3,4,2,28,1,4,4,5,3,5,2,44,1,2,2,3,1,2,2,2,2,1,2,2,1,4,6,2,7,11,1132474629,1,2020-04-30T01:34:47.150,2020-04-30T01:41:15.116,2020-04-30T01:41:14.297,0.101364523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,3,0,3,0,6,0,4,0,0,4,3,3,3,3,3,3,3,49,48,7,4,6,3,-0.104025582,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.193995381,-0.187826279,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
766,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,5,2,2,2,4,1,5,2,3,4,2,2,3,5,51,66,1,2,3,1,1,3,3,4,1,31,2,1,1,5,3,1,2,37,3,2,1,97,4,.,.,.,.,1,.,.,1,1,2,2,2,2,1132474193,1,2020-04-30T01:28:13.414,2020-04-30T01:43:07.390,2020-04-30T01:43:01.646,0.331060469,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,2,2,3,4,3,5,51,66,1,2,3,3,-0.031039,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.079463012,-0.195325925,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
767,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,1,1,5,3,3,3,3,3,3,3,48,58,1,2,3,1,1,2,3,5,1,41,2,1,1,4,2,5,2,17,2,2,1,4,1,2,1,2,2,2,2,2,1,4,5,2,6,2,1132474817,1,2020-04-30T01:37:04.894,2020-04-30T01:43:31.208,2020-04-30T01:43:27.518,0.499535114,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,0,1,1,5,1,5,5,3,3,3,3,3,3,3,48,58,1,2,3,3,0.466452439,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.470463592,0.465136634,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
768,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,1,5,1,4,4,4,1,3,2,58,49,3,3,4,1,1,2,3,5,1,53,3,1,1,4,2,1,1,49,4,1,1,6,2,.,.,.,.,1,.,.,1,2,2,2,3,3,1132474747,1,2020-04-30T01:36:20.758,2020-04-30T01:44:31.711,2020-04-30T01:44:27.298,1.554376364,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,1,4,1,4,4,3,2,58,49,3,3,4,3,1.222149936,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.264063601,1.27837439,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
769,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,4,2,2,2,4,1,5,4,2,5,2,1,5,5,82,58,1,3,5,1,1,2,2,7,2,53,3,1,1,5,3,1,2,36,1,4,5,5,1,.,1,.,.,.,.,.,1,2,2,2,4,2,1131846277,2,2020-04-30T01:33:35.786,2020-04-30T01:46:59.323,2020-04-30T01:46:44.410,0.622956097,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,4,4,2,1,2,5,5,5,82,58,1,3,5,2,1.427332406,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,1.45620081,1.451560685,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
770,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,5,2,2,1,4,1,5,2,2,5,2,4,4,4,49,63,1,2,3,1,1,3,2,6,1,59,3,1,1,3,2,3,2,12,3,2,1,6,2,.,.,.,1,.,.,.,1,1,2,1,1,2,1132474773,2,2020-04-30T01:36:40.886,2020-04-30T01:48:50.184,2020-04-30T01:48:38.525,0.532470405,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,0,4,1,1,1,5,1,5,5,2,2,4,2,5,4,4,49,63,1,2,3,2,-0.366676415,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.401241251,-0.275666187,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
771,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,3,1,6,2,4,5,2,2,2,4,35,58,1,2,3,1,1,4,3,3,1,60,3,1,1,3,2,5,2,38,2,1,1,7,2,.,.,.,.,1,.,.,1,2,4,2,5,2,1132474889,1,2020-04-30T01:37:48.217,2020-04-30T01:49:05.968,2020-04-30T01:49:05.417,0.579179406,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,3,0,1,1,6,0,4,5,2,2,2,4,5,2,4,35,58,1,2,3,3,-0.997516292,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-0.988145297,0.060819819,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
772,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,2,2,2,4,1,5,3,2,5,2,3,4,3,50,55,1,2,3,1,1,2,2,6,2,63,3,1,1,2,1,6,2,17,2,4,5,3,1,.,.,.,1,.,.,.,1,4,6,2,4,11,1132474637,1,2020-04-30T01:34:52.883,2020-04-30T01:49:19.884,2020-04-30T01:49:19.201,0.699344695,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,4,1,1,1,5,1,6,5,3,2,3,2,5,4,3,50,55,1,2,3,2,0.113108866,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.076953817,0.137327017,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
773,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,3,2,1,6,5,3,3,3,4,3,2,3,55,53,3,4,6,2,2,4,3,5,2,35,2,1,1,3,2,5,1,39,2,4,1,2,1,.,.,.,.,1,.,.,1,1,4,2,2,1,1132475261,1,2020-04-30T01:42:42.772,2020-04-30T01:49:55.093,2020-04-30T01:49:51.424,1.560629249,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,3,0,2,1,1,0,6,0,5,1,3,1,3,4,3,3,3,2,3,55,53,3,4,6,3,2.245403645,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,2.196588621,2.213134899,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
774,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,5,1,2,2,4,1,8,1,2,4,2,4,2,3,92,65,2,3,5,1,1,4,2,7,2,47,3,1,1,4,2,1,2,5,3,2,2,12,3,2,2,2,2,1,2,1,2,1,3,1,3,12,1132473813,2,2020-04-30T01:23:22.207,2020-04-30T01:50:26.027,2020-04-30T01:50:25.461,1.378757119,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2,1,2,1,4,1,1,1,8,0,4,5,1,2,4,2,4,2,3,92,65,2,3,5,2,0.770687492,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,0.835622998,-0.721154573,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
775,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,1,5,2,2,4,3,2,2,4,44,76,1,2,3,1,1,1,1,1,2,58,3,1,1,3,2,1,2,45,3,4,5,5,1,.,.,.,1,.,.,.,1,3,6,2,3,2,1132475071,1,2020-04-30T01:40:11.276,2020-04-30T01:50:35.198,2020-04-30T01:50:28.401,0.642202199,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,4,1,1,1,5,1,6,5,2,3,2,2,4,2,4,44,76,1,2,3,1,-1.230312359,-1.576926214,-1.261631086,-1.019755939,-1.031234998,0.247301876,0.409131052,1.777369613,0.361981523,2.45355448,0.073047054,1,1,1,.,2,1,2,1,2,1,1,.,-1.182249544,0.496270282,-1.608605404,-1.272384503,-1.048659663,-1.055216153,0.287231732,0.427593818,1.84587806,0.399304245,2.548210353,0.106004509
