,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q25a,q26a,q25b,q26b,q27a,q28a,q27b,q28b,q39,q40_1_1,q40_2_1,q40_3_1,q40_4_1,q40_5_1,q40_6_1,q40_7_1,q40_8_1,q40_9_1,q40_10_1,qdobbs,q29,q30,q31,q32,q33,q34,q35,q36,pid3,pid7,pid7others,q37,q38,q41,q42_1,q42_2,q42_3,q42_4,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53_1,q53_2,q53_3,q53_4,q53_5,q54,q55,q56,q57,newsint,cablenews,ideo3,ideo5,votereg,votereg2,turnout22post,housevote22,votemethod22,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,hispanic,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,weight,affactionprivate_per,affactionprivate_court,affactionpublic_per,affactionpublic_court,fedelections_per,fedelections_court,gaydiscrim_per,gaydiscrim_court,gerrymandering_per,gerrymandering_court,cleanwater_per,cleanwater_court,commerce_per,commerce_court,copyright_per,copyright_court,algorithm_per,algorithm_court,socialmedia_per,socialmedia_court,studentloans_per,studentloans_court,unions_per,unions_court,native_per,native_court,religion_per,religion_court,case_recall,case_remembered_1,case_remembered_2,case_remembered_3,case_remembered_4,case_remembered_5,case_remembered_6,case_remembered_7,case_remembered_8,case_remembered_9,case_remembered_10,dobbs,contraception_per,contraception_court,sodomy_per,sodomy_court,gaymarriage_per,gaymarriage_court,interracial_per,interracial_court,pid3_recoded,pid7_recoded,leaders_mention,leaders_important,court_reputation,leaders_criticize,justices_interpret,justices_education,justices_agree,justices_sameparty,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,approval,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_personal,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,ideal,ideal_sotomayor,ideal_kagan,ideal_jackson,ideal_roberts,ideal_kavanaugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,affactionprivate_scotus,affactionpublic_scotus,fedelections_scotus,gaydiscrim_scotus,gerrymandering_scotus,cleanwater_scotus,commerce_scotus,copyright_scotus,algorithm_scotus,socialmedia_scotus,studentloans_scotus,unions_scotus,native_scotus,religion_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_jackson,idealg_roberts,idealg_kavanaugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
1276,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,5,8,8,.,.,no,2,2,2,2,.,5,2,1,3,5,2,9,3,3,3,3,3,3,3,48,48,3,3,7,5,4,6,3,2,2,.,.,2,6,2,2001,21,1,2,2,2,1,1,5,2,22,3,1,2,4,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,11,2,44:38.6,54:23.9,54:23.7,0.934754729,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,8,.,.,no,.,2,2,2,2,3,0,2,1,1,0,5,0,2,1,9,0,2,5,3,3,3,3,3,3,3,48,48,3,3,7,4,6,0.063661119,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.0138434,0.01148261,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1277,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,2,2,3,5,.,.,.,The most revered and powerful Court,1,1,1,2,.,2,1,3,1,3,3,7,1,1,3,3,3,3,2,50,32,2,4,1,1,2,3,1,1,1,3,2,1,2,1,1980,42,2,5,3,1,6,4,1,1,36,1,1,2,.,7,2,2,2,2,1,2,2,2,1,1,1,2,2,3,2,2,34:46.1,58:23.5,58:17.4,0.628245354,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,1,1,1,1,2,2,3,5,.,.,The most revered and powerful Court,.,1,1,1,2,1,0,1,0,3,0,3,0,3,0,7,0,0,2,1,1,3,2,3,3,3,50,32,2,4,1,2,3,0.386110502,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.497616222,0.651561858,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1278,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,1,2,2,2,2,1,1,.,4,2,"The Supreme Court is overloaded with so many issues, need more Supreme Court judges, to decide what right for America.",1,1,1,4,3,4,2,1,2,2,2,3,1,3,5,3,4,3,2,29,63,1,4,3,5,2,3,1,1,1,1,1,1,1,2,1960,63,3,2,2,2,2,1,5,2,51,3,4,3,6,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,12,1,05:49.1,04:39.1,04:35.1,0.712199032,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,1,2,2,2,2,1,1,4,2,"The Supreme Court is overloaded with so many issues, need more Supreme Court judges, to decide what right for America.",3,1,1,1,4,2,1,2,1,1,0,2,0,2,1,3,0,3,4,1,3,4,2,3,3,5,29,63,1,4,3,2,3,-1.37600859,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.420689747,-1.398593479,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1279,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,Roe vs Wade,Miranda vs Arizona,Fred Scott vs Sanford,Madbury vs Madison,,,,,,,2,1,1,1,2,1,2,1,2,2,6,.,2,2,"To do the right thing, I know it?ó?Ç?Ös a tough job to make everyone happy, I don?ó?Ç?Öt know what to do either, none of us do, just the majority vote is all I can figure what to do",2,2,2,5,3,1,1,1,2,4,3,5,2,2,2,3,3,2,3,32,51,2,1,2,3,1,2,1,1,1,2,3,2,6,2,1964,58,3,1,1,2,3,2,6,2,4,4,3,1,6,3,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,43:15.6,07:02.1,06:58.0,0.988838434,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,Roe vs Wade,Miranda vs Arizona,Fred Scott vs Sanford,Madbury vs Madison,,,,,,,2,1,1,1,2,1,2,1,2,2,6,2,2,"To do the right thing, I know it?ó?Ç?Ös a tough job to make everyone happy, I don?ó?Ç?Öt know what to do either, none of us do, just the majority vote is all I can figure what to do",3,2,2,2,5,2,1,1,0,1,0,4,1,3,0,5,0,2,1,2,2,3,3,2,3,2,32,51,2,1,2,1,2,0.213105608,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.324240637,-0.436197695,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1280,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,1,1,2,2,1,1,.,4,1,I think they should take care of business at hand. getting into peoples personal business is not allowed.,1,1,1,1,3,3,1,2,2,1,2,4,1,2,3,3,1,1,2,0,50,5,2,2,5,2,3,1,1,1,1,3,1,1,2,1957,65,4,2,2,2,3,2,1,2,12,3,4,2,5,2,1,2,2,2,2,1,2,2,1,2,1,6,1,1,11,2,07:37.4,18:27.9,18:27.3,0.72919029,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,1,1,2,2,1,1,4,1,I think they should take care of business at hand. getting into peoples personal business is not allowed.,3,1,1,1,1,2,1,1,0,2,1,1,0,2,1,4,0,3,3,1,2,1,2,1,3,3,0,50,5,2,2,2,3,-0.473378779,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.495514038,-0.460857147,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1281,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,,,,,,,,,,,2,2,1,2,1,2,1,2,1,1,2,.,2,1,Is not at the best moment,1,2,2,2,2,2,1,2,2,1,2,3,2,4,4,2,4,2,2,50,80,5,5,3,3,2,3,2,2,2,.,.,2,6,2,1968,55,3,3,3,1,5,3,1,2,4,4,1,1,3,9,2,2,2,2,2,1,2,2,1,2,2,5,2,2,2,1,46:17.4,19:49.9,19:42.5,0.693452239,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,,,,,,,,,,,2,2,1,2,1,2,1,2,1,1,2,2,1,Is not at the best moment,2,1,2,2,2,2,1,1,0,2,1,1,0,2,1,3,0,3,2,2,4,4,2,2,2,4,50,80,5,5,3,2,3,-0.176637958,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.230561914,0.419514831,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1282,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,1,Plessy v Ferguson,Roe v Wade,Brown v the board of Ed,Dred Scott,,,,,,,1,2,2,2,2,2,2,2,2,3,5,.,.,.,The Court has become more political over the past few decades. It is a shame because the Court is supposed to make decisions based on the law and not emotions.,1,5,1,5,.,1,2,2,2,4,2,5,3,2,5,5,5,1,2,64,20,5,5,3,5,3,4,1,1,1,2,2,1,2,2,1966,56,3,1,1,2,5,3,3,2,22,3,3,3,1,6,2,2,2,2,1,2,2,2,1,1,2,5,2,1,2,2,29:06.9,50:44.7,50:41.3,1.814545274,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,Plessy v Ferguson,Roe v Wade,Brown v the board of Ed,Dred Scott,,,,,,,1,2,2,2,2,2,2,2,2,3,5,.,.,The Court has become more political over the past few decades. It is a shame because the Court is supposed to make decisions based on the law and not emotions.,.,1,5,1,5,2,1,2,1,2,1,4,1,2,1,5,0,5,1,3,2,5,2,1,5,5,64,20,5,5,3,3,4,0.055970779,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.013782142,-0.427471465,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1283,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,"DOBBS,ENDS ROE FOR NOW",CASE UNDER PREZ JACKSON,TAFT-HARTLEY CASE,"REVERSE DISCRIMINATION CASE ON CA. SCHOOLS, BERKELEY",ROE VS WADE,McCullough,,,,,1,2,2,2,2,1,1,2,2,2,7,.,2,2,SCOTUS under conser rule has been a boon to the US. See what happened to Wisc/ by going WOKE in their state court with the election of female leftist. Court decisions are very important for varied Bill of Rights cases. Frankly I would favor SCOTUS using the 10th Amendment to settle more cases: states are closer to the public freedoms in many cases than Federal jurisdiction.,.,.,.,1,2,1,2,2,2,4,2,5,3,2,4,4,5,3,3,92,61,5,2,1,2,3,4,1,1,1,2,2,1,2,1,1939,84,4,1,1,2,6,4,1,2,6,4,3,1,5,5,1,2,2,2,1,2,2,2,1,2,1,3,1,2,1,1,07:52.9,25:50.9,25:40.2,0.683747411,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,"DOBBS,ENDS ROE FOR NOW",CASE UNDER PREZ JACKSON,TAFT-HARTLEY CASE,"REVERSE DISCRIMINATION CASE ON CA. SCHOOLS, BERKELEY",ROE VS WADE,McCullough,,,,,1,2,2,2,2,1,1,2,2,2,7,2,2,SCOTUS under conser rule has been a boon to the US. See what happened to Wisc/ by going WOKE in their state court with the election of female leftist. Court decisions are very important for varied Bill of Rights cases. Frankly I would favor SCOTUS using the 10th Amendment to settle more cases: states are closer to the public freedoms in many cases than Federal jurisdiction.,2,.,.,.,1,2,1,2,1,2,1,4,1,2,1,5,0,5,1,3,2,5,3,3,4,4,92,61,5,2,1,3,4,1.527568546,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.558193754,1.531633358,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1284,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,1,2,2,6,.,3,3,No good,2,2,2,3,3,2,3,2,3,4,3,2,2,4,2,2,2,1,4,33,42,4,2,7,2,4,6,1,1,2,.,.,2,6,2,1963,59,3,1,1,2,2,1,5,2,42,1,1,2,4,1,1,2,2,2,1,2,2,2,1,2,1,4,2,1,2,2,52:31.3,54:46.2,54:45.7,1.195714116,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,2,2,1,2,2,6,3,3,No good,3,2,2,2,3,3,0,3,0,2,1,4,1,3,0,2,0,2,2,2,4,2,4,1,2,2,33,42,4,2,7,4,6,-0.584769597,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.571373603,0.020435143,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1285,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,1,Roe V Wade,Voting Rights Act,Loving v Virginia,,,,,,,,2,2,1,2,1,2,2,2,2,1,1,.,2,1,"The Supreme Court is an embarrassment to this country. They have lost their way and have become detached from society. Clarence Thomas and several others should be impeached. When Donald Trump and Mitch McConnell were allowed to stack the Supreme Court with real conservative judges, I figured that was the end of the integrity of the highest court in the land. The last 3 judges were chosen because they are so conservative and were put on the court just to overturn Roe v Wade. Those Judges aren't even qualified for that position. Some have never tried a case in court. I think it is pathetic. Two seats were stolen from the Democrats by the Republicans. I hope I can live to see this wrong righted. Also, the Judges shouldn't have a lifetime appointment. Seven years should be the maximum.",1,3,1,2,3,2,2,2,2,4,2,6,2,5,1,1,3,1,5,3,100,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1946,76,4,2,2,2,4,2,3,2,28,3,2,2,5,97,4,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,50:25.8,10:04.6,09:52.0,0.72919029,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,Roe V Wade,Voting Rights Act,Loving v Virginia,,,,,,,,2,2,1,2,1,2,2,2,2,1,1,2,1,"The Supreme Court is an embarrassment to this country. They have lost their way and have become detached from society. Clarence Thomas and several others should be impeached. When Donald Trump and Mitch McConnell were allowed to stack the Supreme Court with real conservative judges, I figured that was the end of the integrity of the highest court in the land. The last 3 judges were chosen because they are so conservative and were put on the court just to overturn Roe v Wade. Those Judges aren't even qualified for that position. Some have never tried a case in court. I think it is pathetic. Two seats were stolen from the Democrats by the Republicans. I hope I can live to see this wrong righted. Also, the Judges shouldn't have a lifetime appointment. Seven years should be the maximum.",3,1,3,1,2,2,1,2,1,2,1,4,1,2,1,6,1,6,2,2,5,3,5,1,1,1,3,100,1,1,1,1,1,-0.787364325,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.811944412,-0.850572284,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1286,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,1,1,1,1,2,2,1,1,.,3,4,Reputation wise,1,1,3,3,2,3,3,2,3,2,3,8,3,2,2,3,3,2,2,50,50,2,2,3,5,2,3,1,1,1,1,2,2,6,2,1987,35,2,1,1,2,5,3,1,1,36,1,1,2,2,8,2,2,2,2,2,1,2,1,2,1,3,3,1,5,2,2,58:48.6,23:57.3,23:29.5,0.902310371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,1,1,1,1,2,2,1,1,3,4,Reputation wise,2,1,1,3,3,3,0,3,0,2,1,2,0,3,0,8,0,1,3,3,2,3,2,2,3,2,50,50,2,2,3,2,3,0.332166084,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.408952631,0.390421321,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1287,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,Roe vs Wade,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,3,2,"In most cases, conservative as expected.",1,2,1,3,2,2,2,3,2,4,2,6,1,3,2,2,4,2,3,50,80,3,1,1,3,2,3,1,1,1,1,3,1,1,1,1947,75,4,4,4,2,5,3,5,2,4,4,4,1,5,5,1,2,2,1,2,2,1,2,2,2,1,6,2,1,3,1,18:25.9,59:45.8,59:39.8,0.608844876,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,Roe vs Wade,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,3,2,"In most cases, conservative as expected.",2,1,2,1,3,2,1,2,1,3,0,4,1,2,1,6,1,5,2,1,3,4,3,2,2,2,50,80,3,1,1,2,3,-1.582664097,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.538493953,-0.348616705,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1288,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,Roe v Wade,,,,,,,,,,1,2,2,2,2,1,1,2,2,2,7,.,2,5,"Today, it is an institution that is more Christian conscience and Bible-based, but sadly not as conservative as most of us conservatives had hoped it would be after the appointments of the Trump era. So its reputation among liberals who think they should be able to do whatever they want (unless it bothers THEM) is one of people who are out to stop sin and debauchery, and those liberals who refuse to serve God and accept Christ's gift of salvation never want to see that happen.",2,1,2,1,3,2,2,3,2,4,5,7,1,2,5,4,5,3,3,0,100,4,4,2,5,3,5,1,1,1,2,1,1,2,1,1954,68,4,1,1,2,3,2,3,2,32,4,1,1,3,2,1,2,2,2,1,2,2,2,1,1,1,5,1,1,1,1,06:50.1,27:06.1,27:00.6,0.625648439,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,Roe v Wade,,,,,,,,,,1,2,2,2,2,1,1,2,2,2,7,2,5,"Today, it is an institution that is more Christian conscience and Bible-based, but sadly not as conservative as most of us conservatives had hoped it would be after the appointments of the Trump era. So its reputation among liberals who think they should be able to do whatever they want (unless it bothers THEM) is one of people who are out to stop sin and debauchery, and those liberals who refuse to serve God and accept Christ's gift of salvation never want to see that happen.",3,2,1,2,1,2,1,2,1,3,0,4,1,5,0,7,0,3,2,1,2,5,3,3,4,5,0,100,4,4,2,3,5,1.134941562,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.068419628,0.899885834,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
1289,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,2,1,1,1,2,2,1,2,7,.,3,4,The supreme court is so powerful in judicial cases and dealing with sensitive cases in the society and politics,3,1,3,2,1,3,1,3,1,2,4,9,1,1,1,2,3,2,3,50,40,1,1,3,3,2,3,1,1,1,2,1,2,6,1,1990,32,2,5,4,2,6,4,5,2,48,3,1,1,1,97,4,2,2,2,1,2,2,2,1,1,1,1,2,1,6,2,53:35.1,41:39.4,41:38.8,2.130680799,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,2,1,1,1,2,2,1,2,7,3,4,The supreme court is so powerful in judicial cases and dealing with sensitive cases in the society and politics,1,3,1,3,2,1,0,1,0,3,0,2,0,4,0,9,0,0,3,1,1,3,3,2,2,1,50,40,1,1,3,2,3,-1.071887494,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.914306828,-1.499400695,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
