,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q41a,q42a,q41b,q42b,q43a,q44a,q43b,q44b,q38,q25,q26,q27,q28,q29,q39,q40,q30,q31,q32,q33,q34,q35,q36,q45,q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight,gayadoption_per,gayadoption_court,acatax_per,acatax_court,acasev_per,acasev_court,azprovballot_per,azprovballot_court,azcollectballot_per,azcollectballot_court,donors_per,donors_court,schoolspeech_per,schoolspeech_court,juvcrime_per,juvcrime_court,databases_per,databases_court,ncaa_per,ncaa_court,covidchurch_per,covidchurch_court,unions_per,unions_court,agencies_per,agencies_court,warrants_per,warrants_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,gayadoption_scotus,acatax_scotus,acasev_scotus,azprovballot_scotus,azcollectballot_scotus,donors_scotus,schoolspeech_scotus,juvcrime_scotus,databases_scotus,ncaa_scotus,covidchurch_scotus,unions_scotus,agencies_scotus,warrants_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
1185,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,1,2,2,3,4,5,3,2,2,2,3,2,4,51,53,2,3,1,1,2,3,1,1,1,1,1,1,2,1953,67,4,2,2,4,2,4,2,47,3,2,1,5,97,4,.,.,.,.,1,.,.,1,2,1,5,2,1,11,2,09:37.9,16:24.6,16:18.0,1414007591,0.645691037,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,3,0,4,1,5,1,3,0,4,1,2,2,3,2,2,4,51,53,2,3,1,2,3,1,-0.356841511,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.346426659,-0.33453576,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1186,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,5,2,3,1,4,5,5,1,5,1,3,5,3,50,55,3,2,3,1,2,3,1,1,1,1,1,1,2,1950,70,4,2,2,3,2,3,2,6,4,1,2,5,1,1,.,.,.,1,.,.,.,1,2,1,5,1,1,1,1,56:07.1,33:48.1,33:36.9,1416889799,0.700456321,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,3,0,1,0,4,1,5,1,5,0,3,5,1,1,3,5,5,3,50,55,3,2,3,2,3,1,0.378664846,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.47331473,0.38257119,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1187,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,4,2,2,1,4,5,6,1,4,3,4,1,4,28,92,1,1,1,5,1,2,2,2,1,1,2,6,2,1983,37,2,1,1,4,2,1,1,48,3,2,1,.,8,2,2,2,2,2,1,1,2,2,1,4,6,2,7,10,2,19:08.6,36:57.4,36:56.8,1417740465,0.826758802,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,0,4,1,5,1,6,0,4,4,1,3,4,4,1,4,28,92,1,1,1,1,2,1,-1.285722187,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.301715773,1.27616978,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1188,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,5,2,1,2,4,4,9,3,3,3,3,3,3,26,29,3,3,4,5,1,2,1,1,1,1,1,1,2,1978,42,2,1,1,3,2,3,2,18,2,3,1,6,1,1,2,2,2,2,1,2,2,1,2,3,7,1,8,1,2,35:04.5,43:57.7,43:54.3,1417763957,0.799926937,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,0,2,1,4,1,4,0,9,0,3,5,3,3,3,3,3,3,26,29,3,3,4,1,2,1,0.689214588,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.797530474,0.768578337,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1189,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,1,2,3,3,2,2,5,2,3,2,3,3,2,76,76,3,3,1,2,1,2,1,1,1,1,1,1,2,1955,66,4,2,2,4,2,4,2,17,2,1,2,5,5,1,.,.,.,1,.,.,.,1,2,1,5,1,2,1,2,31:51.4,56:54.9,56:40.0,1417459257,0.699695528,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,0,3,0,2,0,2,0,5,0,1,1,2,2,3,3,3,2,76,76,3,3,1,1,2,1,-0.343784089,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.350330272,-0.430408826,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1190,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,3,2,2,2,4,5,9,3,5,2,2,3,4,36,75,2,4,1,1,1,2,1,1,1,2,1,1,1,1990,30,2,1,1,3,2,5,2,38,2,4,2,1,1,1,.,.,.,.,1,.,.,1,1,4,6,2,7,11,1,23:26.8,59:55.9,59:52.1,1417742665,0.713455439,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,4,1,5,1,9,0,5,3,3,2,2,5,3,4,36,75,2,4,1,1,2,1,-1.592869966,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.576562613,0.34563843,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1191,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,1,1,2,3,1,2,2,1,2,1,2,85,84,2,2,2,1,1,2,1,1,2,7,1,1,1,1998,22,1,1,1,2,1,2,1,17,2,1,1,.,6,2,2,1,2,2,2,1,2,2,1,2,2,1,3,1,1,06:31.2,12:21.0,12:20.9,1417791859,0.874691546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,0,1,0,1,0,2,0,3,0,1,0,0,2,2,1,2,2,1,2,85,84,2,2,2,1,2,2,0.103110204,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.123641916,0.504276877,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1192,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,5,2,3,2,2,4,5,1,3,4,4,2,3,10,60,2,1,3,5,1,1,1,1,3,3,1,1,2,1999,22,1,1,1,4,2,5,2,53,4,2,3,4,2,1,2,2,2,2,1,2,2,1,1,4,6,2,7,9,1,45:34.8,12:32.7,12:32.2,1417766607,0.820712209,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,3,0,2,1,2,0,4,0,5,0,2,5,1,4,4,3,2,3,10,60,2,1,3,1,1,3,-1.316915463,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.350783217,-1.703335043,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1193,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,2,2,2,2,4,5,6,5,5,2,4,5,4,58,69,4,4,2,2,2,3,1,1,1,1,1,1,2,1943,77,4,2,2,5,3,3,2,6,4,1,2,5,2,1,.,.,.,1,.,.,.,1,1,1,5,2,2,1,2,53:03.7,29:59.2,29:50.4,1417386349,0.699092984,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,2,5,2,4,5,5,4,58,69,4,4,2,2,3,1,0.961981067,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.013262931,1.00363949,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1194,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,4,2,2,1,4,5,6,3,4,2,2,4,4,81,88,2,3,1,1,1,2,1,1,1,1,1,1,1,1960,61,3,2,2,5,3,5,2,51,3,2,1,1,12,3,.,.,.,1,.,.,.,1,2,1,5,1,1,1,1,53:48.1,23:50.0,23:26.0,1417661115,0.819190502,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,0,4,1,5,1,6,0,4,4,3,2,2,4,4,4,81,88,2,3,1,1,2,1,-1.019650311,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.034377399,-0.967591802,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1195,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,1,1,3,1,10,1,1,1,1,1,1,84,85,1,1,3,3,3,4,1,1,2,7,1,1,1,1991,30,2,1,1,3,2,1,2,6,4,1,1,.,10,3,1,2,2,2,2,1,2,2,1,4,7,2,8,9,1,29:55.1,37:41.1,37:41.0,1417823407,0.714231133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,0,1,0,1,0,3,0,1,0,10,0,0,1,1,1,1,1,1,1,84,85,1,1,3,3,4,2,0.462782699,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.591729409,0.574673112,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1196,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,5,2,2,2,4,5,6,1,4,4,1,2,3,89,64,5,3,1,2,3,4,1,1,2,6,1,2,1,1961,60,3,1,1,3,2,1,2,29,2,4,1,3,10,3,.,.,.,1,.,.,.,1,1,1,5,1,1,1,2,02:06.9,12:25.9,12:19.8,1417013111,0.989710689,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,4,1,5,1,6,0,5,5,1,4,1,4,2,3,89,64,5,3,1,3,4,2,1.378397159,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.329873863,-0.857108308,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1197,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,4,2,2,2,5,4,8,3,4,2,1,2,4,96,61,4,2,2,2,3,5,1,1,2,7,1,2,2,1986,34,2,1,1,4,2,1,1,54,3,4,2,4,1,1,2,2,2,1,2,2,2,1,2,1,3,1,1,1,2,12:36.8,26:13.0,26:05.6,1417853599,1.246883273,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,5,0,4,0,8,0,3,4,3,2,1,4,2,4,96,61,4,2,2,3,5,2,0.16167125,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.133821928,0.249980375,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1198,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,4,2,2,3,4,3,3,2,4,1,3,2,3,47,51,3,2,2,1,1,2,1,1,2,6,1,1,1,1988,32,2,1,1,4,2,1,1,48,3,3,1,1,7,2,.,1,.,.,.,.,.,1,1,2,2,2,2,3,1,21:14.3,26:46.1,26:45.4,1417857259,0.658388913,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,3,0,4,1,3,0,3,0,3,4,2,1,3,4,2,3,47,51,3,2,2,1,2,2,-0.013963585,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.037356413,0.52835728,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1199,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,5,2,.,3,2,5,1,.,1,1,1,3,1,74,74,1,1,1,3,1,1,1,1,2,7,1,1,2,1990,31,2,1,1,3,2,1,1,8,4,1,1,.,9,2,1,.,.,.,.,1,1,.,1,1,1,1,1,1,1,41:20.7,58:43.3,58:30.1,1417879371,0.800796628,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,.,0,3,0,2,0,5,1,1,0,2,5,.,1,1,1,3,1,74,74,1,1,1,1,1,2,0.982433729,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.038824685,1.130127844,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1200,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,4,2,1,1,1,5,7,1,4,4,2,3,3,89,62,4,2,1,3,1,1,1,1,2,7,1,1,2,1997,23,1,1,1,3,2,1,2,6,4,1,1,.,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,09:41.8,18:31.7,18:24.9,1417903997,0.820712209,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,0,1,0,1,0,5,1,7,0,2,4,1,4,2,4,3,3,89,62,4,2,1,1,1,2,0.620980329,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.662635383,-0.13630764,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1201,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,2,1,4,2,1,2,4,1,2,3,2,49,51,2,4,3,3,1,1,1,1,2,7,1,2,2,1999,21,1,1,1,3,2,5,2,6,4,1,1,.,10,3,1,2,2,2,2,1,2,2,1,3,5,2,6,11,1,19:33.7,27:28.2,27:11.9,1417904943,1.025589824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,0,4,1,2,0,1,0,3,1,2,1,2,4,3,2,49,51,2,4,3,1,1,2,0.484172193,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.572451401,0.568651987,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1202,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,3,2,2,2,2,5,4,2,2,5,1,2,1,67,32,2,2,2,5,2,3,1,1,2,6,1,2,2,1982,38,2,1,1,3,2,1,1,21,3,4,2,7,3,1,2,2,2,1,2,2,2,1,2,1,3,1,1,1,2,11:51.3,35:41.4,35:22.2,1417904145,1.246883273,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,0,5,1,4,1,5,3,2,5,1,2,2,1,67,32,2,2,2,2,3,2,1.162539552,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.224874811,-1.583913331,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1203,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,3,2,2,2,4,5,6,2,4,3,4,4,4,54,93,2,2,2,1,3,4,1,1,1,2,1,1,2,1950,71,4,2,2,4,2,1,2,45,3,4,1,5,4,1,.,.,.,1,.,.,.,1,2,4,6,2,7,11,2,52:55.6,11:00.7,11:00.1,1417870077,0.645691037,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,3,2,3,4,4,4,4,54,93,2,2,2,3,4,1,-0.077374538,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.119261444,-0.111781706,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1204,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,1,1,1,1,2,3,2,4,1,1,4,2,77,57,3,1,2,2,2,3,1,1,1,2,1,1,2,1989,32,2,3,3,5,3,1,1,6,4,1,2,.,13,3,2,1,2,2,2,1,2,2,1,2,3,1,3,2,2,02:49.4,34:43.3,34:42.4,1418077179,0.6720047,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,0,1,0,1,0,1,0,2,0,3,0,0,2,2,1,1,4,4,2,77,57,3,1,2,2,3,1,-0.461781307,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.575412634,-0.561528498,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1205,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,5,2,2,2,4,4,6,3,4,4,2,4,3,60,47,5,5,1,4,2,3,1,1,2,7,1,2,1,1964,57,3,3,3,5,3,1,2,9,1,2,1,1,97,4,.,.,.,1,.,.,.,1,1,2,2,2,2,2,1,29:28.6,47:39.4,47:38.6,1418144365,1.108718276,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,4,1,4,0,6,0,4,5,3,4,2,4,4,3,60,47,5,5,1,2,3,2,0.738989034,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.723724078,1.330354445,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1206,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,1,2,4,5,5,1,3,2,2,3,3,54,56,2,3,3,1,2,3,1,1,1,1,1,1,2,1951,70,4,2,2,2,1,1,2,42,1,1,2,5,97,4,.,.,.,1,.,.,.,1,2,1,3,2,1,1,1,48:08.6,01:11.8,01:11.0,1418106915,0.86954546,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,0,2,1,4,1,5,1,5,0,4,1,1,2,2,3,3,3,54,56,2,3,3,2,3,1,-1.159155308,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.25565519,-1.240585261,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
1207,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,4,2,2,2,4,5,6,3,3,2,3,3,4,60,78,3,3,2,5,2,3,1,1,3,4,1,1,1,1966,54,3,3,3,5,3,1,2,55,2,2,1,1,97,4,.,.,.,.,1,.,.,1,2,2,5,2,3,2,2,46:27.2,02:45.7,02:45.4,1418167619,0.799304962,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,4,3,2,3,3,3,4,60,78,3,3,2,2,3,3,-0.941518126,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.932685608,0.625307241,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
